#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
war_elephants;War Beasts;;;;;;;;;;;;x
war_elephants_offensive;War Beasts Offensive;;;;;;;;;;;;x
war_elephants_defensive;War Beasts Defensive;;;;;;;;;;;;x
war_elephants_morale;War Beasts Morale;;;;;;;;;;;;x
EVTDESC_TOG_7506_DAZH;Many find it odd that a [Root.GetTitle] works in the fields, but tending to the land and crops make you feel closer to Dazh, more so than any prayer. As you take a short break, you notice [From.GetTitledFirstName] approaching. You greet and exchange some words about the harvest. It turns out that [From.GetSheHe] is also a follower of Dazh!;Pour beaucoup c'est étrange qu'un[Root.GetNoneE] [Root.GetTitle] travaille dans les champs, mais s'occuper de la terre et des récoltes vous rapproche de Zemyna, plus que n'importe quelle prière. Alors que vous faites une pause, vous voyez [From.GetTitledFirstName] approcher. Vous vous saluez et échangez quelques mots au sujet de la récolte. Il s'avère qu'[From.GetSheHe] est aussi un[From.GetNoneE] adepte de Zemyna !;Viele finden es seltsam, dass ein [Root.GetTitle] in den Feldern arbeitet, aber das Land und die Felder pflegen bringt Euch Zemyna näher als jedes Gebet. Als Ihr eine kurze Pause einlegt, bemerkt Ihr, dass sich [From.GetTitledFirstName] Euch nähert. Ihr begrüßt Euch und sprecht ein wenig über die Ernte. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein Anhänger von Zemyna ist!;;A muchos les extraña que un [Root.GetTitle] trabaje en el campo, pero atender la tierra y los cultivos te aproxima a Zemyna más que cualquier plegaria. Cuando te tomas un descanso, ves acercarse a [From.GetTitledFirstName]. Os saludáis e intercambiáis impresiones acerca de la cosecha. ¡Resulta que [From.GetSheHe] también sigue fielmente a Zemyna!;;;;;;x
EVTDESC_TOG_7506_PTRA;Many find it odd that a Tomb [Root.GetTitle] patrols the city by themselves, but watching over your realm makes you feel closer to Ptra, more so than any prayer. As you take a short break, you notice [From.GetTitledFirstName] approaching. You greet and exchange some words about the harvest. It turns out that [From.GetSheHe] is also a follower of Ptra!;Pour beaucoup c'est étrange qu'un[Root.GetNoneE] [Root.GetTitle] travaille dans les champs, mais s'occuper de la terre et des récoltes vous rapproche de Yarilo, plus que n'importe quelle prière. Alors que vous faites une pause, vous voyez [From.GetTitledFirstName] approcher. Vous vous saluez et échangez quelques mots au sujet de la récolte. Il s'avère qu'[From.GetSheHe] est aussi un[From.GetNoneE] adepte de Yarilo !;Viele finden es seltsam, dass ein [Root.GetTitle] in den Feldern arbeitet, aber das Land und die Felder pflegen bringt Euch Jarilo näher als jedes Gebet. Als Ihr eine kurze Pause einlegt, bemerkt Ihr, dass sich [From.GetTitledFirstName] Euch nähert. Ihr begrüßt Euch und sprecht ein wenig über die Ernte. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein Anhänger von Jarilo ist!;;A muchos les extraña que un [Root.GetTitle] trabaje en el campo, pero atender la tierra y los cultivos te aproxima a Jarilo más que cualquier plegaria. Cuando te tomas un descanso, ves acercarse a [From.GetTitledFirstName]. Os saludáis e intercambiáis impresiones acerca de la cosecha. ¡Resulta que [From.GetSheHe] también sigue fielmente a Jarilo!;;;;;;x
EVTDESC_TOG_7506_THUNGNI;It is early morning and you are observing a statue of Thungni, deep in thought. You hear soft footsteps behind you – who could it be at this hour? [From.GetTitledFirstName], as it turns out. You exchange some pleasantries and soon you find yourself in a full-fledged conversation. You have so much in common!;De bon matin, vous êtes au sanctuaire dédié à Yemoja, dans de profondes prières. Vous entendez alors de légers bruits de pas derrière vous - qui cela peut-il être à cette heure ? Il s'avère que c'est [From.GetTitledFirstName]. Vous échangez quelques plaisanteries, et vous vous retrouvez dans une conversation proprement dite. Vous avez tant de choses en commun !;Es ist früh am Morgen, und Ihr seid am Schrein von Yemoja tief in Gebete versunken. Ihr hört leise Fußschritte hinter Euch - wer könnte das zu dieser Stunde wohl sein? [From.GetTitledFirstName], wie es sich herausstellt. Ihr tauscht einige Höflichkeiten aus und findet Euch bald in ein Gespräch vertieft. Ihr habt so viel gemeinsam.;;Es muy temprano y estás en el santuario dedicado a Yemoja elevando tus plegarias. Oyes pasos detrás de ti. ¿Quién será a estas horas? Resulta que se trata de [From.GetTitledFirstName]. Tras un intercambio de comentarios, no tardas en hallarte en una conversación en toda regla. ¡Tenéis tanto en común!;;;;;;x
EVTDESC_TOG_7506_ASAPH;It is early morning and you are at the temple dedicated to Asaph, deep in prayers. You hear soft footsteps behind you – who could it be at this hour? [From.GetTitledFirstName], as it turns out. You exchange some pleasantries and soon you find yourself in a full-fledged conversation. You have so much in common!;De bon matin, vous êtes au sanctuaire dédié à Akka, dans de profondes prières. Vous entendez alors de légers bruits de pas derrière vous - qui cela peut-il être à cette heure ? Il s'avère que c'est [From.GetTitledFirstName]. Vous échangez quelques plaisanteries, et vous vous retrouvez dans une conversation proprement dite. Vous avez tant de choses en commun !;Es ist früh am Morgen, und Ihr seit am Schrein von Akka tief in Gebete versunken. Ihr hört leise Fußschritte hinter Euch - wer könnte das zu dieser Stunde wohl sein? [From.GetTitledFirstName], wie es sich herausstellt. Ihr tauscht einige Höflichkeiten aus und findet Euch bald in ein Gespräch vertieft. Ihr habt so viel gemeinsam.;;Es muy temprano y estás en el santuario dedicado a Akka elevando tus plegarias. Oyes pasos detrás de ti. ¿Quién será a estas horas? Resulta que se trata de [From.GetTitledFirstName]. Tras un intercambio de comentarios, no tardas en hallarte en una conversación en toda regla. ¡Tenéis tanto en común!;;;;;;x
EVTDESC_TOG_7506_KALITA;When you needed an accomplice in a small scheme, [From.GetTitledFirstName] proved to be an unexpected ally. Think what mutual benefits can do to unite two souls! While it was pure business at first, it turns out you have plenty in common, such as your reverence of Kalita. Now you spend more time conversing than plotting...;Lorsque vous avez eu besoin d'un complice dans un petit complot, [From.GetTitledFirstName] s'est avéré[From.GetNoneE] être un[From.GetNoneE] allié[From.GetNoneE] inattendu[From.GetNoneE]. Des intérêts en communs peuvent faire beaucoup pour unir deux âmes ! Alors que c'était uniquement pour les affaires au début, il se trouve que vous partagez une vénération pour Vélès. Maintenant, vous passez plus de temps à converser qu'à comploter...;Als Ihr einen Komplizen bei einem kleinen Plan brauchtet, stellte sich [From.GetTitledFirstName] als unerwarteter Verbündeter heraus. Denkt nur, wie sehr ein gemeinsames Interesse zwei Seelen vereinen kann! Anfangs war es rein geschäftlich, aber es stellt sich heraus, dass Ihr viel gemeinsam habt. Beispielsweise betet Ihr beide Veles an. Jetzt könnt Ihr mehr Zeit in der Konversation als mit dem Verschwören verbringen ...;;Cuando necesitabas a un cómplice en una pequeña argucia, [From.GetTitledFirstName] resultó ser un aliado inesperado. ¡Hay que ver cómo puede unir a dos almas el beneficio mutuo! Aunque al principio solo eran negocios, resulta que tenéis mucho en común, como vuestra reverencia a Veles. Ahora pasáis más tiempo conversando que conspirando...;;;;;;x
EVTDESC_TOG_7506_USIRIAN;When you needed an accomplice in a small scheme, [From.GetTitledFirstName] proved to be an unexpected ally. Think what mutual benefits can do to unite two souls! While it was pure business at first, it turns out you have plenty in common, such as your reverence of Usirian. Now you spend more time conversing than plotting...;Lorsque vous avez eu besoin d'un complice dans un petit complot, [From.GetTitledFirstName] s'est avéré[From.GetNoneE] être un[From.GetNoneE] allié[From.GetNoneE] inattendu[From.GetNoneE]. Des intérêts en communs peuvent faire beaucoup pour unir deux âmes ! Alors que c'était uniquement pour les affaires au début, il se trouve que vous partagez une vénération pour Lempo. Maintenant, vous passez plus de temps à converser qu'à comploter...;Als Ihr einen Komplizen bei einem kleinen Plan brauchtet, stellte sich [From.GetTitledFirstName] als unerwarteter Verbündeter heraus. Denkt nur, wie sehr ein gemeinsames Interesse zwei Seelen vereinen kann! Anfangs war es rein geschäftlich, aber es stellt sich heraus, dass Ihr viel gemeinsam habt. Beispielsweise betet Ihr beide Lempo an. Jetzt könnt Ihr mehr Zeit in der Konversation als mit dem Verschwören verbringen ...;;Cuando necesitabas a un cómplice en una pequeña argucia, [From.GetTitledFirstName] resultó ser un aliado inesperado. ¡Hay que ver cómo puede unir a dos almas el beneficio mutuo! Aunque al principio solo eran negocios, resulta que tenéis mucho en común, como vuestra reverencia a Lempo. Ahora pasáis más tiempo conversando que conspirando...;;;;;;x
EVTDESC_TOG_7508_TOR;You sit huddled up together by the fire, the air thick with tension. The skies outside are dark with heavy clouds and Tor's presence is as tangible as the rain smattering on the roof. Suddenly, the room is lit by a bright flash and an ear-deafening crack cuts through the silence. Your [GetFromRelation] [From.GetFirstName] breaks into tears.;Vous êtes tous assis serrés autour du feu, et la tension est palpable. Le ciel, dehors, est noir et très nuageux, et la présence de Péroun est aussi tangible que le contact d'un amant. Soudain, la pièce est éclairée d'une lumière intense et un bruit assourdissant rompt le silence. Votre [GetFromRelation] [From.GetFirstName] fond en larmes.;Ihr sitzt eng beim Feuer zusammen, Spannung hängt in der Luft. Der Himmel draußen ist mit schweren Wolken verhangen und Peruns Anwesenheit ist so spürbar wie die Berührung eines Liebhabers. Plötzlich wird der Raum von einem grellen Blitz erleuchtet und ein ohrenbetäubender Knall erschüttert die Stille. Dein/e [GetFromRelation] [From.GetFirstName] bricht in Tränen aus.;;Os acurrucáis frente al fuego, con una tensión palpable en el ambiente. Fuera, los cielos están encapotados y la presencia de Perún es tan tangible como el contacto de un amante. De pronto, un gran destello ilumina la habitación y un crujido ensordecedor corta el silencio. Tu [GetFromRelation] [From.GetFirstName] rompe a llorar.;;;;;;x
EVTDESC_TOG_7510_ASAPH;While onlooking a beautiful statue in Asaph's honor, you feel passion and your eyes find [From.GetTitledFirstName]'s across the room. For a moment, it is as if the whole world turns silent. The fire of passion burns to your very core...;Vous dansez au rite de fertilité tenu en l'honneur de Yarilo lorsque vous apercevez [From.GetTitledFirstName] à travers le feu de joie. Pendant un moment, c'est comme si le monde entier s'était tu. Le tambour n'est plus qu'un bruit lointain, mais les vibrations rythmiques parcourent votre corps, au plus profond de vous...;Ihr tanzt beim Fruchtbarkeitsritus zu Jarilos Ehren, als Eure Augen die von [From.GetTitledFirstName] auf der anderen Seite des Lagerfeuers finden. Einen Moment lang scheint es, als würde die ganze Welt still sein. Das Trommeln ist ein weit entfernter Donner, und doch geht der Rhythmus durch Euren Körper, bis in Euer Innerstes ...;;Estás bailando en el rito de fertilidad en honor a Jarilo cuando tu mirada se cruza con la de [From.GetTitledFirstName] al otro lado de la hoguera. Por un momento, parece que el mundo entero queda en silencio. Los tambores son un tronar distante, pero las vibraciones rítmicas te recorren el cuerpo hasta el tuétano...;;;;;;x
EVTOPTA_TOG_7510_ASAPH;Tonight, I shall bed [From.GetFirstName] in the name of Asaph.;Cette nuit, je vais coucher avec [From.GetFirstName] en l'honneur de Lempo.;Heute Nacht werde ich im Namen Lempos [From.GetFirstName] lieben.;;Esta noche me acostaré con [From.GetFirstName] en nombre de Lempo.;;;;;;x
EVTOPTC_TOG_7510_TOOLTIP;Ignore the strange impulse and keep looking.;Vous ignorez l'étrange impulsion et continuez à danser.;Ignoriert den seltsamen Impuls und tanzt weiter.;;Ignorar el extraño impulso y seguir bailando.;;;;;;x
EVTDESC_TOG_7510_VALAYA;Lately, you have striven to act in the spirit of Valaya by treating your [From.GetHusbandWife] [From.GetTitledFirstName] with respect and warmth. Slowly it has changed the dynamic of your relationship, and those who are closest to you have noticed it as well.;Dernièrement, vous avez cherché à agir dans l'esprit de Zemyna en traitant votre [From.GetHusbandWife] [From.GetTitledFirstName] avec respect et bienveillance. Peu à peu, cela a changé la dynamique de votre relation, au point que même vos proches l'ont remarqué.;In letzter Zeit habt Ihr Euch bemüht, im Geist von Zemyna zu handeln und Eure/n [From.GetHusbandWife] [From.GetTitledFirstName] mit Respekt und Wärme zu behandeln. Damit hat sich allmählich die Dynamik in Eurer Beziehung geändert, und diejenigen, die auch am nächsten stehen, haben das ebenfalls bemerkt.;;Últimamente has ansiado actuar según el espíritu de Zemyna tratando a tu [From.GetHusbandWife] [From.GetTitledFirstName] con respeto y ternura. No ha tardado en cambiar la dinámica de vuestra relación y vuestros amigos más íntimos también lo han notado.;;;;;;x
EVTDESC_TOG_7510_PTRA;Lately, you have striven to act in the spirit of Ptra by treating your [From.GetHusbandWife] [From.GetTitledFirstName] with respect and warmth. Slowly it has changed the dynamic of your relationship, and those who are closest to you have noticed it as well.;Dernièrement, vous avez cherché à agir dans l'esprit de Yemoja en traitant votre [From.GetHusbandWife] [From.GetTitledFirstName] avec respect et bienveillance. Peu à peu, cela a changé la dynamique de votre relation, au point que même vos proches l'ont remarqué.;In letzter Zeit habt Ihr Euch bemüht, im Geist von Yemoja zu handeln und Eure/n [From.GetHusbandWife] [From.GetTitledFirstName] mit Respekt und Wärme zu behandeln. Damit hat sich allmählich die Dynamik in Eurer Beziehung geändert, und diejenigen, die auch am nächsten stehen, haben das ebenfalls bemerkt.;;Últimamente has ansiado actuar según el espíritu de Yemoja tratando a tu [From.GetHusbandWife] [From.GetTitledFirstName] con respeto y ternura. No ha tardado en cambiar la dinámica de vuestra relación y vuestros amigos más íntimos también lo han notado.;;;;;;x
